id	ko
cds-WP_004232385.1	K01077
cds-WP_004177276.1	K00286
cds-WP_032430252.1	K09945
cds-WP_002890278.1	
cds-WP_002890284.1	K09913
cds-WP_032430253.1	K00847
cds-WP_032430256.1	K03547
cds-WP_002890344.1	K07636
cds-WP_002890348.1	K11736
cds-WP_002890353.1	
cds-WP_002890365.1	K09932
cds-WP_004218830.1	K01624
cds-WP_013815099.1-62	
cds-WP_013815099.1-63	
cds-WP_019704181.1	
cds-AF52_RS05115	K06223
cds-WP_021441029.1	
cds-WP_004146620.1	K03701
cds-WP_002884951.1	
cds-WP_009485000.1	K00832
cds-WP_002884942.1	K02314
cds-WP_009484997.1	
cds-WP_002884935.1	
cds-WP_004151747.1	
cds-WP_004151748.1	K03327
cds-WP_002884819.1	K00901
cds-WP_002884808.1	K03179
cds-WP_032428466.1	K05775
cds-WP_002884743.1	K10111
cds-WP_002884726.1	K10109
cds-WP_002884721.1	K13256
cds-WP_021441021.1	
cds-WP_013815099.1-66	
cds-WP_004177855.1	
cds-WP_013815099.1-67	
cds-WP_004177856.1	
cds-WP_002884631.1	K01810
cds-WP_002884627.1	K03453
cds-WP_002884619.1	K06182
cds-WP_032430268.1	K00068
cds-WP_032430269.1	K02813
cds-WP_032428464.1	K02815
cds-WP_002884583.1	K00014
cds-WP_015959249.1	K00548
cds-WP_002884575.1	K00906
cds-WP_002884559.1	K01638
cds-WP_004178258.1	K03827
cds-WP_002884357.1	K01945
cds-WP_021441012.1	K07709
cds-WP_002884344.1	
cds-WP_002884331.1	K09891
cds-WP_004178235.1	K01599
cds-WP_002884324.1	K07740
cds-WP_004152310.1	K00788
cds-WP_002884183.1	K03154
cds-WP_004212852.1	K03150
cds-WP_002884150.1	K02760
cds-WP_004192681.1	K07792
cds-WP_004901914.1	K03043
cds-WP_001207203.1	K02864
cds-WP_002884034.1	K02867
cds-WP_002883772.1	K03073
cds-WP_002883524.1	K00867
cds-WP_032430275.1	K00075
cds-WP_002883450.1	K03498
cds-WP_032430276.1	K01271
cds-WP_004150456.1	K00632
cds-WP_004146456.1	K03182
cds-WP_004146458.1	K03424
cds-WP_002883426.1	K03117
cds-WP_004177924.1	K03688
cds-WP_002883421.1	K03183
cds-WP_004181652.1	K00757
cds-WP_021441000.1	K00549
cds-WP_021440999.1	
cds-WP_002883412.1	K01048
cds-WP_021440998.1	
cds-WP_032430279.1	K03654
cds-WP_002883404.1	
cds-WP_002883400.1	K03284
cds-WP_032430280.1	K20862
cds-WP_002883395.1	K09921
cds-WP_002883392.1	
cds-WP_002883383.1	K05851
cds-WP_012737128.1	K01719
cds-WP_004150428.1	K02498
cds-WP_004186366.1	K02852
cds-WP_021440992.1	K12582
cds-WP_002883310.1	K02805
cds-WP_002883307.1	K00973
cds-WP_021440991.1	K02472
cds-WP_002883296.1	K05790
cds-WP_002883293.1	K03628
cds-WP_002883222.1	K03732
cds-WP_002883211.1	
cds-WP_002883185.1	K07150
cds-WP_002883181.1	K03769
cds-WP_002883178.1	K00053
cds-WP_002883174.1	K01754
cds-WP_032430284.1	K00826
cds-WP_012737117.1	K01652
cds-WP_032430285.1	K07391
cds-WP_004177958.1	K23773
cds-WP_004146288.1	K16092
cds-WP_002883021.1	
cds-WP_002883016.1	K00322
cds-WP_032430289.1	K01755
cds-WP_004181637.1	K00145
cds-WP_004181636.1	K01595
cds-WP_004220885.1	
cds-WP_004146274.1	K00005
cds-WP_021440979.1	K00297
cds-WP_021440977.1	K01607
cds-WP_013815099.1-68	
cds-WP_032430291.1	K12525
cds-WP_002882924.1	K03764
cds-WP_025710954.1	K04066
cds-WP_071600598.1	K03591
cds-WP_002882917.1	K03667
cds-WP_032430293.1	K02553
cds-WP_002882907.1	K13283
cds-WP_002882901.1	K07662
cds-WP_002882896.1	
cds-WP_032430295.1	K02856
cds-WP_002882888.1	K02855
cds-WP_004150375.1	K01813
cds-WP_002882880.1	K10559
cds-WP_004181621.1	K10560
cds-WP_002882871.1	K00001
cds-WP_004210464.1	K02532
cds-WP_021440963.1	K02529
cds-WP_032430297.1	
cds-WP_002882830.1	
cds-WP_085921749.1	K00123
cds-WP_032430299.1	K00127
cds-WP_019705794.1	
cds-WP_032430300.1	K01066
cds-WP_002882809.1	K07560
cds-WP_004151865.1	K20866
cds-WP_002882753.1	K01915
cds-WP_002882749.1	K07712
cds-WP_002882745.1	K02495
cds-WP_002882734.1	K03978
cds-WP_004150336.1	
cds-WP_004187940.1	
cds-WP_004178039.1	K03752
cds-WP_004150973.1	K03695
cds-WP_032428369.1	K06180
cds-WP_002914111.1	K05809
cds-WP_021440574.1	K14170
cds-WP_014907099.1	K14187
cds-WP_004174804.1	
cds-WP_004145671.1	
cds-WP_002914119.1	
cds-WP_002914147.1	K00554
cds-WP_002914149.1	K02959
cds-WP_002914153.1	
cds-WP_004174800.1	K03687
cds-WP_004174799.1	K03631
cds-WP_004145682.1	K09801
cds-WP_002914164.1	K03664
cds-WP_032430316.1	
cds-WP_032430317.1	
cds-WP_032430320.1	
cds-WP_013815099.1-69	
cds-WP_002914289.1	
cds-WP_002914284.1	
cds-WP_013815099.1-70	
cds-WP_021440595.1	
cds-WP_004212889.1	K01118
cds-WP_021440593.1	K21405
cds-WP_013815099.1-71	
cds-WP_021440597.1	K00375
cds-WP_002914320.1	K06191
cds-WP_032428382.1	K00525
cds-WP_002914328.1	K02000
cds-WP_002914330.1	K02002
cds-WP_021440601.1	
cds-WP_002914339.1	K03543
cds-WP_004185353.1	K01649
cds-WP_002914351.1	K07173
cds-WP_002914355.1	
cds-WP_002914359.1	
cds-WP_004174700.1	K01872
cds-WP_002914769.1	K03553
cds-WP_032428383.1	K02077
cds-AF52_RS0124565	K02074
cds-WP_002914812.1	K02783
cds-WP_004174693.1	K02781
cds-WP_021440608.1	K02466
cds-WP_004174691.1	K02467
cds-WP_004145759.1	K12264
cds-WP_004181028.1	K07241
cds-WP_002914875.1	K05796
cds-WP_032430325.1	K02753
cds-WP_002914883.1	K19048
cds-WP_002914887.1	K15834
cds-WP_002914893.1	K15831
cds-WP_032428387.1	K15829
cds-WP_004151047.1	K15827
cds-WP_002914928.1	K04651
cds-WP_014907033.1	K04653
cds-WP_032428388.1	K04655
cds-WP_002914970.1	K01223
cds-AF52_RS03110	K16077
cds-WP_002914979.1	K02760
cds-WP_032430328.1	K02759
cds-WP_004181055.1	
cds-WP_021440623.1	K11607
cds-WP_002915035.1	K11606
cds-WP_032430329.1	
cds-WP_032430330.1	K01652
cds-WP_021440628.1	K16087
cds-WP_004181072.1	K02016
cds-WP_021440630.1	K02013
cds-WP_021440632.1	K18922
cds-WP_004151060.1	K01612
cds-WP_002915102.1	K22489
cds-WP_021440634.1	
cds-WP_002915106.1	K03087
cds-WP_002915108.1	K00573
cds-WP_004185423.1	K06176
cds-WP_021440636.1	K00991
cds-WP_002915157.1	
cds-WP_004181094.1	K00956
cds-WP_072271746.1	K02302
cds-WP_002915177.1	K00390
cds-WP_004174642.1	K00380
cds-WP_021440641.1	K10026
cds-WP_002915213.1	K01689
cds-WP_002915215.1	K04765
cds-WP_023301525.1	K03215
cds-WP_004149562.1	K00865
cds-WP_032428394.1	K13918
cds-WP_002915235.1	
cds-WP_002915249.1	
cds-WP_004174633.1	K06879
cds-WP_004151070.1	K03837
cds-WP_032430336.1	K15553
cds-WP_004151071.1	
cds-WP_002915267.1	
cds-WP_032428395.1	K20938
cds-WP_021440649.1	K04091
cds-WP_021440650.1	
cds-WP_032430337.1	K00048
cds-WP_004151076.1	K02429
cds-WP_004181132.1	K00879
cds-WP_004142883.1	K02430
cds-WP_002915543.1	
cds-WP_002915549.1	
cds-WP_021440653.1	K02426
cds-WP_002915579.1	K08304
cds-WP_004143921.1	K02231
cds-WP_002915614.1	K02006
cds-WP_002915619.1	K02009
cds-WP_004143927.1	K03394
cds-WP_002915627.1	K05895
cds-WP_021440657.1	K02189
cds-WP_032430341.1	K02191
cds-WP_002915708.1	K02188
cds-WP_002915724.1	K02227
cds-AF52_RS02545	
cds-WP_170999280.1	
cds-WP_002915739.1	
cds-WP_008806302.1	K13919
cds-WP_021440662.1	
cds-WP_002915806.1	
cds-WP_002915810.1	K13923
cds-WP_021440664.1	
cds-WP_021440665.1	K13922
cds-WP_023301518.1	
cds-WP_002915850.1	K04031
cds-WP_032430342.1	K19697
cds-WP_004143954.1	K04720
cds-AF52_RS02415	K14682
cds-WP_004900323.1	K03581
cds-WP_023301515.1	K01407
cds-WP_021440672.1	K02681
cds-WP_021440673.1	K02680
cds-WP_002915933.1	K00560
cds-WP_032430343.1	K08484
cds-WP_004218186.1	
cds-WP_002915973.1	
cds-WP_032430346.1	
cds-WP_002915977.1	K05939
cds-WP_002915981.1	K02529
cds-WP_032430347.1	K13637
cds-WP_004174520.1	K02761
cds-WP_002915990.1	K01586
cds-WP_032428400.1	
cds-WP_002915995.1	K10193
cds-WP_021440680.1	K10195
cds-WP_032415517.1	
cds-WP_002916000.1	K02532
cds-WP_032428401.1	
cds-WP_002916003.1	K00065
cds-WP_004143995.1	K22110
cds-WP_002916055.1	
cds-WP_002916058.1	
cds-WP_013815099.1-72	
cds-WP_013815099.1-73	
cds-WP_002916190.1	K07345
cds-WP_002916192.1	K07346
cds-WP_004185520.1	K07348
cds-WP_032423847.1	K07350
cds-WP_002916201.1	K06975
cds-WP_002916204.1	
cds-WP_004185523.1	K15547
cds-WP_002916274.1	
cds-WP_016947386.1	K00537
cds-WP_002916281.1	K03892
cds-WP_002916283.1	K09702
cds-WP_004174493.1	
cds-WP_023285538.1	K11746
cds-WP_004185540.1	K01607
cds-AF52_RS02025	K08169
cds-AF52_RS26135	
cds-WP_002916298.1	K01823
cds-WP_095858446.1	
cds-WP_004185548.1	K03981
cds-WP_004144730.1	K03840
cds-WP_002916312.1	K09159
cds-WP_002916317.1	K11068
cds-WP_002916321.1	
cds-WP_004185561.1	
cds-WP_009308617.1	
cds-WP_004174442.1	
cds-WP_002916479.1	K02437
cds-WP_002916481.1	K18800
cds-WP_002916483.1	K01262
cds-WP_002916488.1	K09888
cds-WP_002916493.1	K00058
cds-WP_002916497.1	K05596
cds-WP_004144747.1	K06895
cds-WP_004144748.1	K01624
cds-WP_002916512.1	K03472
cds-WP_004151780.1	K07387
cds-WP_021440705.1	K01652
cds-WP_004211378.1	K06989
cds-WP_032428409.1	
cds-WP_004149797.1	
cds-WP_004149799.1	
cds-WP_021440708.1	
cds-WP_004144765.1	
cds-WP_032428411.1	
cds-WP_004149805.1	K01585
cds-WP_157828762.1	
cds-WP_002916587.1	K08137
cds-WP_002916589.1	K01150
cds-WP_002916600.1	K01920
cds-WP_002916605.1	K07447
cds-WP_004149811.1	K02669
cds-WP_002916613.1	K02221
cds-WP_002916615.1	K02428
cds-WP_023285550.1	K21395
cds-WP_004149816.1	K21393
cds-WP_002916620.1	K09923
cds-AF52_RS01615	
cds-WP_004900580.1	K08306
cds-WP_009484134.1	K01581
cds-AF52_RS01580	
cds-WP_021314147.1	
cds-AF52_RS27585	
cds-WP_004217775.1	K01697
cds-WP_004188550.1	
cds-WP_004174409.1	
cds-WP_004149825.1	
cds-WP_004217169.1	
cds-WP_002916742.1	K11209
cds-WP_004144560.1	K01061
cds-WP_032412422.1	
cds-WP_002916785.1	K03559
cds-WP_004149836.1	K01760
cds-WP_032430356.1	
cds-WP_023286874.1	K06221
cds-WP_004174383.1	
cds-WP_002916826.1	K00655
cds-WP_002916831.1	K13652
cds-WP_002916836.1	K07666
cds-WP_002916840.1	K03923
cds-WP_002916844.1	K02622
cds-WP_002916846.1	K03651
cds-WP_002916848.1	K01515
cds-WP_002916849.1	
cds-WP_004174357.1	K15777
cds-WP_004185664.1	K02858
cds-WP_002916857.1	K22720
cds-WP_002916858.1	K03272
cds-WP_009308672.1	K18446
cds-WP_002916864.1	K00974
cds-WP_004150923.1	K01633
cds-WP_021440736.1	
cds-WP_013815099.1-75	
cds-WP_004174349.1	K03190
cds-WP_021440738.1	K01429
cds-WP_004215466.1	K03187
cds-WP_002916877.1	K03189
cds-WP_004900709.1	K01409
cds-WP_004149864.1	K02316
cds-WP_002917636.1	K03649
cds-WP_032430361.1	K06905
cds-AF52_RS01195	
cds-WP_050484295.1	
cds-WP_032414744.1	
cds-WP_032430364.1	
cds-AF52_RS0124695	
cds-WP_004177844.1	
cds-WP_004146634.1	
cds-WP_023285711.1	K07277
cds-WP_004198387.1	K01092
cds-WP_004151742.1	
cds-WP_013815099.1-78	
cds-WP_032430367.1	
cds-AF52_RS26555	
cds-AF52_RS0124710	
cds-AF52_RS01075	
cds-WP_004151738.1	K13631
cds-WP_004177826.1	
cds-WP_004177833.1	
cds-WP_013815099.1-80	
cds-AF52_RS01025	K13409
cds-AF52_RS01020	
cds-AF52_RS01015	K13408
cds-AF52_RS27655	
cds-WP_002885500.1	K19810
cds-WP_002885511.1	
cds-WP_002885521.1	K11741
cds-WP_002885526.1	K00247
cds-WP_004177729.1	K00245
cds-WP_004146714.1	K04568
cds-WP_004146716.1	K22051
cds-WP_002885537.1	K06949
cds-WP_032430397.1	K09996
cds-WP_187079197.1	K23997
cds-WP_004152021.1	K01448
cds-WP_032430401.1	K00791
cds-WP_004146725.1	K03665
cds-WP_002885662.1	K04087
cds-WP_002885664.1	K09937
cds-WP_002885667.1	K13771
cds-WP_002885669.1	K03218
cds-WP_002885673.1	
cds-WP_032428483.1	K06889
cds-WP_032430402.1	K03476
cds-WP_002885682.1	K02822
cds-WP_002885684.1	K03078
cds-WP_004178347.1	K03077
cds-WP_002885689.1	
cds-WP_002885722.1	K02686
cds-WP_002886682.1	K02939
cds-WP_002886687.1	K03773
cds-WP_004210666.1	K07322
cds-WP_032430405.1	
cds-WP_004152015.1	
cds-WP_032430406.1	K01082
cds-WP_002886707.1	
cds-WP_004222103.1	K12308
cds-WP_002886718.1	
cds-WP_002886722.1	K07278
cds-WP_002886724.1	
cds-WP_171789277.1	
cds-WP_002886766.1	K01507
cds-AF52_RS00620	K10820
cds-WP_021312675.1	K23509
cds-WP_002886886.1	K02558
cds-WP_032430410.1	
cds-WP_004152265.1	K03592
cds-WP_002886894.1	
cds-WP_002886896.1	
cds-WP_004152267.1	
cds-WP_021441075.1	K01042
cds-WP_002886900.1	
cds-WP_032430412.1	K18918
cds-WP_004222151.1	K04068
cds-WP_021441079.1	
cds-WP_004178377.1	K02760
cds-WP_004146783.1	K02761
cds-WP_021441082.1	K02819
cds-WP_009309303.1	K01531
cds-WP_002886927.1	K00610
cds-WP_002886930.1	
cds-WP_002886940.1	K10708
cds-WP_021441084.1	
cds-WP_002886945.1	
cds-WP_002886947.1	K09893
cds-WP_004152275.1	K03828
cds-WP_002886953.1	K02339
cds-WP_002886955.1	K07091
cds-WP_002886957.1	K06915
cds-WP_004177655.1	K00140
cds-WP_004152190.1	
cds-WP_004186736.1	K03336
cds-WP_021314296.1	K06605
cds-WP_021441086.1	K05813
cds-WP_032430419.1	K03651
cds-WP_012737244.1	K05814
cds-WP_021441090.1	
cds-AF52_RS00275	
cds-WP_002887608.1	K19508
cds-WP_032428518.1	K19504
cds-WP_021441152.1	
cds-WP_002887620.1	
cds-WP_004178536.1	K02317
cds-WP_004146059.1	
cds-WP_009485342.1	K18954
cds-WP_002887647.1	K22650
cds-AF52_RS0124785	K02761
cds-AF52_RS00180	K02761
cds-AF52_RS27680	
cds-AF52_RS00165	
cds-WP_002887654.1	
cds-WP_015959390.1	K02344
cds-WP_004146044.1	K08723
cds-WP_032430427.1	K04065
cds-WP_021441162.1	
cds-WP_004146034.1	K03317
cds-WP_004178548.1	K00758
cds-WP_002887789.1	K03784
cds-WP_002887794.1	K07186
cds-WP_002887800.1	K04485
cds-WP_002887805.1	K06020
cds-WP_002887809.1	K03720
cds-WP_002887811.1	K15634
cds-WP_002887814.1	K05805
cds-WP_021441167.1	K07641
cds-WP_002887843.1	K07773
cds-WP_002887846.1	K02533
cds-AF52_RS22890	
cds-AF52_RS26600	
cds-WP_014228879.1	
cds-AF52_RS0122905	
cds-AF52_RS22870	
cds-WP_032429384.1	
cds-WP_032429385.1	
cds-WP_032429698.1	
cds-WP_013815099.1	
cds-WP_139042930.1	
cds-WP_032429387.1	K01185
cds-WP_050484272.1	
cds-WP_023289182.1	
cds-AF52_RS24930	
cds-WP_023289184.1	
cds-WP_021462603.1	
cds-WP_012542166.1	
cds-WP_032429389.1	
cds-WP_020317538.1	
cds-WP_032429390.1	
cds-WP_014228913.1	
cds-WP_032429392.1	
cds-WP_032429393.1	
cds-WP_032429394.1	
cds-AF52_RS0122945	
cds-WP_004892953.1	
cds-WP_004190914.1	
cds-AF52_RS0122950	
cds-WP_021462619.1	
cds-WP_004148027.1	
cds-WP_013815099.1-3	
cds-WP_004140511.1	K00425
cds-WP_004140506.1	
cds-WP_004140501.1	
cds-WP_004150789.1	
cds-WP_021313530.1	
cds-WP_004140494.1	
cds-WP_004148038.1	K12974
cds-WP_004140489.1	
cds-WP_004213093.1	
cds-WP_004176549.1	K13069
cds-WP_014343000.1	
cds-WP_021441569.1	
cds-WP_004140469.1	
cds-WP_002901088.1	K19055
cds-WP_002901096.1	
cds-WP_004152360.1	K03502
cds-WP_004176542.1	
cds-WP_004179386.1	
cds-WP_016946410.1	
cds-WP_124053788.1	
cds-WP_002901234.1	K07180
cds-WP_072143276.1	
cds-WP_002901243.1	K00134
cds-WP_002901249.1	K09916
cds-WP_002901255.1	K01183
cds-WP_004176535.1	K01424
cds-WP_004176531.1	
cds-WP_004176528.1	K01008
cds-WP_004140406.1	
cds-WP_004183673.1	K08320
cds-WP_032429402.1	K21028
cds-WP_004892845.1	K05778
cds-WP_004176519.1	
cds-WP_021441584.1	
cds-WP_002901489.1	K00840
cds-WP_004151922.1	K06447
cds-WP_021441588.1	K05526
cds-WP_004176514.1	K05984
cds-WP_002901544.1	K04064
cds-WP_050484274.1	K02760
cds-WP_004148091.1	K02761
cds-WP_002901552.1	K03490
cds-WP_004179430.1	K03478
cds-WP_004140343.1	K15722
cds-WP_002901611.1	K07038
cds-WP_004140335.1	K24204
cds-WP_002901629.1	K10806
cds-WP_002901631.1	K06190
cds-WP_032429413.1	K06940
cds-WP_032429414.1	K07336
cds-WP_021441592.1	
cds-WP_032429416.1	
cds-WP_004183698.1	
cds-WP_002901724.1	K07246
cds-WP_021441596.1	K01695
cds-WP_032429417.1	K13498
cds-WP_004176488.1	K01657
cds-WP_002901738.1	
cds-WP_004176482.1	K03566
cds-WP_002901749.1	K19221
cds-WP_004148112.1	
cds-WP_002901761.1	
cds-WP_002901772.1	K13634
cds-WP_032429420.1	K01681
cds-WP_002901779.1	K01096
cds-WP_002901781.1	K19804
cds-WP_004210732.1	K03113
cds-WP_002901785.1	
cds-WP_002901787.1	K01147
cds-WP_004140277.1	K00208
cds-WP_004151902.1	K03457
cds-WP_004140266.1	K19229
cds-WP_032429422.1	
cds-WP_016831904.1	
cds-WP_016831906.1	
cds-WP_008807811.1	
cds-WP_008807813.1	
cds-WP_161477215.1	
cds-WP_008807815.1	
cds-WP_024622727.1	
cds-WP_004141720.1	
cds-WP_073545955.1	
cds-WP_032429424.1	
cds-WP_032429425.1	
cds-WP_023286281.1	
cds-WP_016831923.1	
cds-WP_032429704.1	K02345
cds-WP_004146340.1	
cds-WP_023279926.1	
cds-WP_024940884.1	
cds-WP_004190674.1	
cds-WP_004218558.1	
cds-WP_032429432.1	K07474
cds-AF52_RS21820	
cds-AF52_RS26695	
cds-WP_032429434.1	
cds-WP_032429436.1	
cds-WP_004217348.1	
cds-WP_004217344.1	
cds-WP_004190640.1	
cds-WP_004226994.1	
cds-WP_032429437.1	
cds-AF52_RS21755	
cds-WP_032429438.1	
cds-AF52_RS21745	
cds-AF52_RS21735	
cds-WP_032429440.1	
cds-AF52_RS21715	
cds-AF52_RS0123075	
cds-WP_004179627.1	K03503
cds-WP_032429444.1	
cds-WP_002901816.1	K19227
cds-WP_021441607.1	
cds-WP_032429447.1	
cds-WP_021441611.1	K08170
cds-WP_002901908.1	K03969
cds-WP_002901913.1	K03973
cds-WP_002901917.1	K06918
cds-WP_004888583.1	K13636
cds-WP_002901979.1	K03721
cds-WP_004152131.1	K11065
cds-WP_004152134.1	K14054
cds-WP_004176446.1	K15580
cds-WP_004190572.1	
cds-WP_004190569.1	K06889
cds-WP_004152141.1	
cds-WP_072001575.1	
cds-WP_187079185.1	K05591
cds-WP_004140161.1	K14061
cds-WP_004176397.1	K14062
cds-WP_004140155.1	
cds-WP_002902515.1	K03778
cds-WP_023279029.1	
cds-WP_002902522.1	K09978
cds-WP_032429462.1	K00146
cds-WP_021440033.1	
cds-WP_032429464.1	K02618
cds-WP_032429465.1	K02610
cds-WP_021440037.1	K02612
cds-WP_032429468.1	K01692
cds-WP_021440038.1	K00074
cds-WP_014907683.1	K02615
cds-WP_004194367.1	K02616
cds-WP_024940864.1	
cds-WP_032429470.1	K03578
cds-WP_021440039.1	K18139
cds-WP_002902967.1	
cds-WP_002902971.1	
cds-WP_004151574.1	K00261
cds-WP_020802294.1	K00840
cds-WP_004183870.1	K06447
cds-WP_004176358.1	K05526
cds-WP_021440044.1	
cds-WP_004140057.1	
cds-WP_002903227.1	K00134
cds-WP_004224558.1	
cds-WP_021440045.1	K07112
cds-WP_004179667.1	
cds-WP_032429476.1	K16074
cds-WP_021440047.1	K02791
cds-WP_004190339.1	
cds-WP_032429482.1	K01676
cds-WP_021440051.1	K10748
cds-WP_032429484.1	
cds-WP_002903379.1	
cds-WP_004183892.1	K03758
cds-WP_004140012.1	
cds-WP_002903386.1	K00325
cds-WP_002903391.1	K14055
cds-WP_004224598.1	K00567
cds-AF52_RS21120	
cds-WP_032429712.1	
cds-WP_032429489.1	
cds-WP_032429490.1	
cds-AF52_RS26290	
cds-WP_023343167.1	
cds-WP_032429495.1	
cds-WP_187079182.1	
cds-WP_032429497.1	
cds-WP_023343174.1	
cds-WP_023322342.1	
cds-WP_013815099.1-10	
cds-WP_004143402.1	K03436
cds-WP_021440130.1	K01619
cds-AF52_RS21000	K17195
cds-WP_004143414.1	K02429
cds-WP_021440127.1	
cds-WP_004190119.1	K00059
cds-WP_004143425.1	
cds-WP_004176181.1	
cds-WP_002904834.1	
cds-WP_021440123.1	
cds-WP_002904825.1	K03482
cds-WP_021440120.1	
cds-WP_021440118.1	K02798
cds-WP_009308870.1	
cds-WP_004143447.1	
cds-WP_002904808.1	
cds-WP_004176193.1	
cds-WP_004176194.1	
cds-WP_004176196.1	
cds-WP_004176197.1	K07154
cds-WP_002904788.1	K07127
cds-WP_032429500.1	K16345
cds-WP_032429501.1	
cds-WP_032429502.1	
cds-WP_032429503.1	
cds-WP_002904646.1	
cds-WP_004176215.1	
cds-WP_021440110.1	K02071
cds-WP_021440108.1	K00459
cds-WP_032417109.1	
cds-WP_004176220.1	
cds-WP_004176221.1	K00598
cds-WP_032429505.1	
cds-WP_004183995.1	K00041
cds-WP_004148352.1	
cds-AF52_RS0123140	K01425
cds-WP_002904495.1	
cds-WP_021440097.1	K00016
cds-WP_016532445.1	K22024
cds-WP_004179774.1	K19954
cds-WP_021440093.1	K00090
cds-WP_004179766.1	
cds-WP_002904403.1	K05595
cds-WP_013815099.1-11	
cds-WP_002904397.1	K13632
cds-WP_004143566.1	K15268
cds-WP_002904389.1	K22299
cds-WP_004148342.1	K11962
cds-WP_015958384.1	K11960
cds-WP_004148338.1	K00549
cds-WP_029602386.1	K13633
cds-WP_021440087.1	
cds-WP_021440086.1	K01190
cds-WP_021440085.1	
cds-WP_021440083.1	K18699
cds-AF52_RS0123150	K08319
cds-WP_002210516.1	K22130
cds-WP_013815099.1-12	
cds-WP_021440081.1	
cds-WP_004195995.1	
cds-WP_032429511.1	
cds-WP_004173721.1	
cds-WP_013815099.1-13	
cds-WP_004143611.1	
cds-WP_004176282.1	
cds-WP_002903735.1	
cds-WP_032429513.1	K16066
cds-WP_004183938.1	
cds-WP_032429515.1	
cds-WP_002903720.1	
cds-WP_032428279.1	
cds-WP_032429516.1	K07309
cds-WP_002903710.1	K07312
cds-WP_021440073.1	K03281
cds-WP_002903701.1	K15545
cds-WP_002903698.1	K08224
cds-WP_002903693.1	
cds-WP_050484275.1	K04775
cds-WP_032429518.1	K11742
cds-WP_002903679.1	K11744
cds-WP_009486289.1	K13930
cds-WP_004143105.1	K13932
cds-WP_004148291.1	
cds-WP_021440066.1	K13935
cds-AF52_RS20250	K00116
cds-WP_032429520.1	
cds-WP_032428274.1	
cds-WP_032429521.1	K07701
cds-WP_020803870.1	K03734
cds-WP_004148278.1	K11106
cds-WP_032417097.1	
cds-WP_004151556.1	K01055
cds-WP_009308944.1	
cds-WP_002903522.1	K01031
cds-WP_032429524.1	
cds-WP_021440059.1	K12940
cds-WP_017879817.1	K12942
cds-WP_072001565.1	
cds-WP_032429525.1	
cds-WP_013815099.1-15	
cds-WP_004150800.1	K00031
cds-WP_021313538.1	K12152
cds-WP_004140557.1	K07153
cds-WP_004213084.1	
cds-WP_004150807.1	K07660
cds-WP_004176560.1	K18850
cds-WP_004150811.1	K11072
cds-WP_004150813.1	K11070
cds-WP_032429526.1	
cds-WP_032429528.1	K00615
cds-AF52_RS0123220	
cds-WP_032429529.1	K02526
cds-WP_013815099.1-16	
cds-WP_004179336.1	K22024
cds-WP_004140612.1	
cds-WP_004179333.1	K12410
cds-WP_002900801.1	K09808
cds-WP_004176566.1	K09808
cds-WP_016946615.1	K03723
cds-WP_002900788.1	K12151
cds-WP_004140640.1	K22041
cds-WP_004150817.1	K02014
cds-WP_002900778.1	K03885
cds-WP_004147935.1	K01207
cds-WP_014342994.1	K07337
cds-WP_002900681.1	K02503
cds-WP_009484238.1	K03424
cds-WP_002900674.1	K00943
cds-WP_002900669.1	K02619
cds-WP_000103754.1	K02078
cds-WP_009308402.1	K00645
cds-WP_004140697.1	K03621
cds-WP_002899276.1	K07040
cds-WP_002899271.1	K06179
cds-WP_014342992.1	
cds-WP_004176581.1	
cds-WP_004140718.1	K03810
cds-WP_002899099.1	K03790
cds-WP_004150824.1	
cds-WP_002898994.1	K12149
cds-WP_014907855.1	K02846
cds-WP_032429533.1	K07146
cds-WP_002898984.1	K08161
cds-WP_002898978.1	
cds-WP_004183630.1	K03670
cds-WP_004179313.1	
cds-WP_004191006.1	
cds-WP_004140764.1	K04477
cds-WP_020804646.1	
cds-WP_002898927.1	
cds-AF52_RS0123255	
cds-WP_072001576.1	
cds-WP_002906471.1	K03464
cds-WP_187079186.1	
cds-WP_021440209.1	
cds-WP_021440211.1	K00370
cds-WP_002906547.1	K00373
cds-WP_032429538.1	K00675
cds-WP_004189830.1	K02012
cds-WP_004151228.1	
cds-WP_021440215.1	K11208
cds-WP_002906697.1	K02028
cds-WP_021440217.1	
cds-WP_032429540.1	K20938
cds-WP_004898544.1	
cds-WP_021440220.1	
cds-WP_002906779.1	
cds-WP_032429543.1	K02014
cds-WP_002906788.1	
cds-WP_021440225.1	K01250
cds-WP_002906794.1	
cds-WP_004180135.1	K09936
cds-WP_009484786.1	K12368
cds-WP_004200090.1	
cds-WP_013815099.1-18	
cds-WP_002906891.1	
cds-WP_002906893.1	
cds-WP_004175940.1	
cds-WP_004143773.1	K02053
cds-WP_004151215.1	K02052
cds-WP_032429724.1	
cds-WP_020802114.1	K00426
cds-WP_187079190.1	
cds-WP_077254734.1	
cds-WP_032429546.1	K24847
cds-WP_002907473.1	K23779
cds-WP_004151213.1	K07506
cds-WP_002907480.1	
cds-WP_002907483.1	K03304
cds-WP_002907487.1	K03817
cds-WP_032428297.1	K00055
cds-WP_002907549.1	
cds-WP_004143799.1	K00448
cds-WP_021440239.1	K05358
cds-WP_002907563.1	K23239
cds-WP_004143806.1	
cds-WP_032429547.1	
cds-WP_004151209.1	K01488
