id	contig	beg	end	gene	product
cds-WP_004179098.1	NZ_KK737547.1	476251	477012		endonuclease/exonuclease/phosphatase family protein
cds-WP_004176793.1	NZ_KK737547.1	477144	477581		YbhQ family protein
cds-WP_004142068.1	NZ_KK737547.1	477642	478748		ABC transporter permease
cds-WP_004212202.1	NZ_KK737547.1	478878	480011		ABC transporter permease
cds-WP_032429883.1	NZ_KK737547.1	480001	481740		ABC transporter ATP-binding protein
cds-WP_002895745.1	NZ_KK737547.1	481733	482728	hlyD	secretion protein HlyD
cds-WP_002895746.1	NZ_KK737547.1	482728	483387	cecR	transcriptional regulator CecR
cds-WP_004223785.1	NZ_KK737547.1	483461	484384		LysR family transcriptional regulator
cds-WP_004142057.1	NZ_KK737547.1	484376	484513		hypothetical protein
cds-WP_019705008.1	NZ_KK737547.1	484801	486132		MFS transporter
cds-AF52_RS27125	NZ_KK737547.1	486247	486348		IS5/IS1182 family transposase
cds-WP_032429885.1	NZ_KK737547.1	488364	488701		IS5/IS1182 family transposase
cds-WP_002895750.1	NZ_KK737547.1	488735	489484		glucose 1-dehydrogenase
cds-WP_002895753.1	NZ_KK737547.1	489498	490343		transketolase
cds-WP_002895757.1	NZ_KK737547.1	490343	491335		transketolase family protein
cds-WP_032429886.1	NZ_KK737547.1	491550	492905	rhlE	ATP-dependent RNA helicase RhlE
cds-WP_004147693.1	NZ_KK737547.1	493093	495249	dinG	ATP-dependent DNA helicase DinG
cds-WP_004179105.1	NZ_KK737547.1	495279	496247	ybiB	DNA-binding protein YbiB
cds-WP_004176772.1	NZ_KK737547.1	496357	496617		DUF1471 domain-containing protein
cds-WP_032428726.1	NZ_KK737547.1	496903	497169		DksA/TraR family C4-type zinc finger protein
cds-WP_004183485.1	NZ_KK737547.1	497190	497450		DUF1471 domain-containing protein
cds-WP_016529094.1	NZ_KK737547.1	497590	498204		flavin reductase family protein
cds-WP_021441457.1	NZ_KK737547.1	498301	499215	rlmF	23S rRNA (adenine(1618)-N(6))-methyltransferase RlmF
cds-WP_021441458.1	NZ_KK737547.1	499218	501413	ybiO	mechanosensitive channel protein
cds-WP_004142040.1	NZ_KK737547.1	501525	502247	glnQ	glutamine ABC transporter ATP-binding protein GlnQ
cds-WP_002895837.1	NZ_KK737547.1	502244	502903	glnP	glutamine ABC transporter permease GlnP
cds-WP_002895839.1	NZ_KK737547.1	503029	503775	glnH	glutamine ABC transporter substrate-binding protein GlnH
cds-WP_002895841.1	NZ_KK737547.1	504184	504687	dps	DNA starvation/stationary phase protection protein Dps
cds-WP_002895842.1	NZ_KK737547.1	504925	505812	rhtA	threonine/homoserine exporter RhtA
cds-WP_002895845.1	NZ_KK737547.1	506164	506676	ompX	outer membrane protein OmpX
cds-WP_021441460.1	NZ_KK737547.1	506767	508347		phosphoethanolamine transferase
cds-WP_002895851.1	NZ_KK737547.1	508616	508741	mntS	manganase accumulation protein MntS
cds-WP_004176765.1	NZ_KK737547.1	508927	509400	mntR	manganese-binding transcriptional regulator MntR
cds-WP_021441462.1	NZ_KK737547.1	509397	510509		anion transporter
cds-WP_004176762.1	NZ_KK737547.1	510679	512055		glycoside hydrolase family 1 protein
cds-WP_004151705.1	NZ_KK737547.1	512124	512840		GntR family transcriptional regulator
cds-WP_002895871.1	NZ_KK737547.1	512986	513900	ldtB	L%2CD-transpeptidase
cds-WP_002895874.1	NZ_KK737547.1	514101	514886		tyrosine-protein phosphatase
cds-WP_002895876.1	NZ_KK737547.1	515065	516657		ABC-F family ATPase
cds-WP_021441465.1	NZ_KK737547.1	517192	519555		glycoside hydrolase family 31 protein
cds-WP_004183491.1	NZ_KK737547.1	519571	520872		MFS transporter
cds-WP_004219745.1	NZ_KK737547.1	521115	522245		LacI family DNA-binding transcriptional regulator
cds-WP_004176744.1	NZ_KK737547.1	522242	523507		DUF1479 domain-containing protein
cds-WP_004212174.1	NZ_KK737547.1	523647	524462		HAD family hydrolase
cds-WP_032429888.1	NZ_KK737547.1	524639	527071		formate C-acetyltransferase/glycerol dehydratase family glycyl radical enzyme
cds-WP_004183492.1	NZ_KK737547.1	527076	527975		glycyl-radical enzyme activating protein
cds-WP_004141998.1	NZ_KK737547.1	528130	528885	moeB	molybdopterin-synthase adenylyltransferase MoeB
cds-WP_032429890.1	NZ_KK737547.1	528885	530120	moeA	molybdopterin molybdotransferase MoeA
cds-WP_004147725.1	NZ_KK737547.1	530356	531297	iaaA	beta-aspartyl-peptidase
cds-WP_004151710.1	NZ_KK737547.1	531315	533174	gsiA	glutathione ABC transporter ATP-binding protein GsiA
cds-WP_012068490.1	NZ_KK737547.1	533207	534748	gsiB	glutathione ABC transporter substrate-binding protein GsiB
cds-WP_002892997.1	NZ_KK737547.1	534795	535715	gsiC	glutathione ABC transporter permease GsiC
cds-WP_004147729.1	NZ_KK737547.1	535717	536628	gsiD	glutathione ABC transporter permease GsiD
cds-WP_032429891.1	NZ_KK737547.1	537149	538474	rimO	30S ribosomal protein S12 methylthiotransferase RimO
cds-WP_004176729.1	NZ_KK737547.1	538707	539948		oligosaccharide MFS transporter
cds-WP_004151712.1	NZ_KK737547.1	540327	540710	bssR	biofilm formation regulator BssR
cds-WP_029884283.1	NZ_KK737547.1	540826	541935		PQQ-dependent sugar dehydrogenase
cds-WP_004176727.1	NZ_KK737547.1	541938	542564		glutathione S-transferase family protein
cds-AF52_RS27135	NZ_KK737547.1	542764	542887		IS5/IS1182 family transposase
cds-WP_171290763.1	NZ_KK737547.1	551069	551268		transposase
cds-WP_179139609.1	NZ_KK737547.1	552619	552832		transposase
cds-AF52_RS11970	NZ_KK737547.1	559347	559565		IS5/IS1182 family transposase
cds-WP_032428727.1	NZ_KK737547.1	559740	559868		hypothetical protein
cds-WP_032429893.1	NZ_KK737547.1	560520	561722	dacC	serine-type D-Ala-D-Ala carboxypeptidase
cds-WP_004151717.1	NZ_KK737547.1	561761	562519	deoR	DNA-binding transcriptional repressor DeoR
cds-WP_004141974.1	NZ_KK737547.1	562621	563214	ybjG	undecaprenyl-diphosphate phosphatase
cds-WP_004141972.1	NZ_KK737547.1	563542	564774	kdeA	multidrug efflux MFS transporter KdeA
cds-WP_004141971.1	NZ_KK737547.1	564812	565624		HAD family hydrolase
cds-WP_004151719.1	NZ_KK737547.1	565624	566826		MFS transporter
cds-WP_032429895.1	NZ_KK737547.1	566909	567472		TetR family transcriptional regulator
cds-WP_032429979.1	NZ_KK737547.1	567650	569335		aspartate:alanine antiporter
cds-WP_002896351.1	NZ_KK737547.1	569602	569985		inner membrane protein YbjM
cds-WP_002896352.1	NZ_KK737547.1	569992	570255		GrxA family glutaredoxin
cds-WP_004179132.1	NZ_KK737547.1	570458	570745		YbjC family protein
cds-WP_004179133.1	NZ_KK737547.1	570729	571451	nfsA	nitroreductase NfsA
cds-WP_002896363.1	NZ_KK737547.1	571566	572468	rimK	30S ribosomal protein S6--L-glutamate ligase
cds-WP_002896365.1	NZ_KK737547.1	572557	573036		YbjN domain-containing protein
cds-WP_002896368.1	NZ_KK737547.1	573385	574497	potF	spermidine/putrescine ABC transporter substrate-binding protein PotF
cds-WP_002896370.1	NZ_KK737547.1	574661	575794	potG	putrescine ABC transporter ATP-binding subunit PotG
cds-WP_002896371.1	NZ_KK737547.1	575805	576758	potH	putrescine ABC transporter permease PotH
cds-WP_002896372.1	NZ_KK737547.1	576755	577600	potI	putrescine ABC transporter permease PotI
cds-WP_002896376.1	NZ_KK737547.1	577658	578146		DUF2593 family protein
cds-WP_004147758.1	NZ_KK737547.1	578188	579315	rlmC	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
cds-WP_002896380.1	NZ_KK737547.1	579394	580110		response regulator transcription factor
cds-WP_002896382.1	NZ_KK737547.1	580107	581579		two-component sensor histidine kinase
cds-WP_002896384.1	NZ_KK737547.1	581666	582397		arginine ABC transporter substrate-binding protein
cds-WP_004141917.1	NZ_KK737547.1	582581	583249	artM	arginine ABC transporter permease ArtM
cds-WP_002896386.1	NZ_KK737547.1	583249	583965	artQ	arginine ABC transporter permease ArtQ
cds-WP_002896390.1	NZ_KK737547.1	583972	584703	artJ	arginine ABC transporter substrate-binding protein
cds-WP_002896392.1	NZ_KK737547.1	584724	585452	artP	arginine ABC transporter ATP-binding protein ArtP
cds-WP_002896394.1	NZ_KK737547.1	585679	586194		lipoprotein
cds-AF52_RS11825	NZ_KK737547.1	587073	587345		membrane-associated sensor domain-containing protein
cds-WP_013815099.1-37	NZ_KK737547.1	587378	588346		IS5-like element IS903B family transposase
cds-AF52_RS11815	NZ_KK737547.1	588400	589278		membrane-associated sensor domain-containing protein
cds-WP_032429899.1	NZ_KK737547.1	589310	590140		N-acetylmuramoyl-L-alanine amidase
cds-WP_002896399.1	NZ_KK737547.1	590137	591150		NAD(P)-dependent oxidoreductase
cds-WP_004209682.1	NZ_KK737547.1	591238	592680		SDR family oxidoreductase
cds-WP_032429901.1	NZ_KK737547.1	592691	593692	ltaE	low-specificity L-threonine aldolase
cds-WP_004176700.1	NZ_KK737547.1	593731	595449	poxB	ubiquinone-dependent pyruvate dehydrogenase
cds-WP_002896408.1	NZ_KK737547.1	595601	596035		DoxX family protein
cds-WP_004147771.1	NZ_KK737547.1	596247	597215	hcr	NADH oxidoreductase
cds-WP_004176696.1	NZ_KK737547.1	597226	598878	hcp	hydroxylamine reductase
cds-AF52_RS11770	NZ_KK737547.1	599022	599681		lysine exporter LysO family protein
cds-WP_013815099.1-38	NZ_KK737547.1	599738	600706		IS5-like element IS903B family transposase
cds-AF52_RS11760	NZ_KK737547.1	600739	600987		hypothetical protein
cds-WP_032429902.1	NZ_KK737547.1	601103	601798	aqpZ	aquaporin Z
cds-WP_013815099.1-39	NZ_KK737547.1	602061	603029		IS5-like element IS903B family transposase
cds-WP_032429903.1	NZ_KK737547.1	603283	604941		ATP-dependent endonuclease
cds-WP_002896440.1	NZ_KK737547.1	605088	606203	macA	macrolide transporter subunit MacA
cds-WP_032429904.1	NZ_KK737547.1	606200	608140	macB	macrolide ABC transporter ATP-binding protein/permease MacB
cds-WP_002896516.1	NZ_KK737547.1	608217	608438	cspD	cold shock-like protein CspD
cds-WP_002896520.1	NZ_KK737547.1	608764	609081	clpS	ATP-dependent Clp protease adapter ClpS
cds-WP_002896522.1	NZ_KK737547.1	609112	611391	clpA	ATP-dependent Clp protease ATP-binding subunit ClpA
cds-WP_001040187.1	NZ_KK737547.1	611511	611729	infA	translation initiation factor IF-1
cds-WP_002898014.1	NZ_KK737547.1	612083	612784	aat	leucyl/phenylalanyl-tRNA--protein transferase
cds-WP_004224003.1	NZ_KK737547.1	612829	614550	cydC	cysteine/glutathione ABC transporter ATP-binding protein/permease CydC
cds-WP_032429906.1	NZ_KK737547.1	614551	616317	cydD	cysteine/glutathione ABC transporter permease/ATP-binding protein CydD
cds-WP_002898019.1	NZ_KK737547.1	616432	617400	trxB	thioredoxin-disulfide reductase
cds-WP_000228469.1	NZ_KK737547.1	617933	618427	lrp	leucine-responsive transcriptional regulator Lrp
cds-AF52_RS0123915	NZ_KK737547.1	618563	622808	ftsK	DNA translocase FtsK
cds-WP_002898132.1	NZ_KK737547.1	622931	623542	lolA	outer membrane lipoprotein chaperone LolA
cds-WP_004179165.1	NZ_KK737547.1	623551	624894	rarA	replication-associated recombination protein RarA
cds-WP_002898139.1	NZ_KK737547.1	624985	626277	serS	serine--tRNA ligase
cds-WP_004147794.1	NZ_KK737547.1	626478	628916	dmsA	dimethylsulfoxide reductase subunit A
cds-WP_004150845.1	NZ_KK737547.1	628927	629544	dmsB	dimethylsulfoxide reductase subunit B
cds-WP_004150844.1	NZ_KK737547.1	629546	630409		dimethyl sulfoxide reductase anchor subunit
cds-WP_032429909.1	NZ_KK737547.1	630684	631832		MFS transporter
cds-WP_002898145.1	NZ_KK737547.1	631995	632735	pflA	pyruvate formate lyase 1-activating protein
cds-WP_002898148.1	NZ_KK737547.1	632927	635209	pflB	formate C-acetyltransferase
cds-WP_032429911.1	NZ_KK737547.1	635261	636118	focA	formate transporter FocA
cds-WP_004150842.1	NZ_KK737547.1	636504	638264		30S ribosomal protein S12 methylthiotransferase accessory protein YcaO
cds-WP_002898152.1	NZ_KK737547.1	638380	639072		DUF421 domain-containing protein
cds-WP_004176687.1	NZ_KK737547.1	639261	640349	serC	3-phosphoserine/phosphohydroxythreonine transaminase
cds-WP_002898157.1	NZ_KK737547.1	640423	641706	aroA	3-phosphoshikimate 1-carboxyvinyltransferase
cds-WP_002898160.1	NZ_KK737547.1	641881	642564	cmk	(d)CMP kinase
cds-WP_002898162.1	NZ_KK737547.1	642698	644371	rpsA	30S ribosomal protein S1
cds-WP_002898165.1	NZ_KK737547.1	644523	644810	ihfB	integration host factor subunit beta
cds-WP_032411196.1	NZ_KK737547.1	645016	647280		ComEC family protein
cds-WP_004201387.1	NZ_KK737547.1	647317	649065	msbA	lipid A ABC transporter ATP-binding protein/permease MsbA
cds-WP_016946992.1	NZ_KK737547.1	649062	650042	lpxK	tetraacyldisaccharide 4'-kinase
cds-WP_032429912.1	NZ_KK737547.1	650097	651326		YcaQ family DNA glycosylase
cds-WP_002898177.1	NZ_KK737547.1	651390	651572	ycaR	protein YcaR
cds-WP_032429914.1	NZ_KK737547.1	651569	652315	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase
cds-WP_002898182.1	NZ_KK737547.1	652453	653346		YcbJ family phosphotransferase
cds-WP_004141786.1	NZ_KK737547.1	653323	654102	elyC	envelope biogenesis factor ElyC
cds-WP_002898187.1	NZ_KK737547.1	654224	655024	cmoM	tRNA uridine 5-oxyacetic acid(34) methyltransferase CmoM
cds-WP_032429915.1	NZ_KK737547.1	655021	656343	mukF	chromosome partition protein MukF
cds-WP_004150840.1	NZ_KK737547.1	656324	657028	mukE	chromosome partition protein MukE
cds-WP_004176682.1	NZ_KK737547.1	657028	661476	mukB	chromosome partition protein MukB
cds-WP_002898195.1	NZ_KK737547.1	661677	663467	ldtD	L%2CD-transpeptidase
cds-WP_002898198.1	NZ_KK737547.1	663770	664321		YcbK family protein
cds-WP_002898200.1	NZ_KK737547.1	664335	664982		MBL fold metallo-hydrolase
cds-WP_002898202.1	NZ_KK737547.1	665051	666241		aspartate/tyrosine/aromatic aminotransferase
cds-WP_004141771.1	NZ_KK737547.1	666429	667508	ompK35	porin OmpK35
cds-WP_032429917.1	NZ_KK737547.1	668100	669500	asnS	asparagine--tRNA ligase
cds-AF52_RS11510	NZ_KK737547.1	669581	670140		Lrp/AsnC family transcriptional regulator
cds-WP_013815099.1-40	NZ_KK737547.1	670203	671171		IS5-like element IS903B family transposase
cds-WP_004179185.1	NZ_KK737547.1	671515	672726	dpaL	diaminopropionate ammonia-lyase
cds-WP_023286202.1	NZ_KK737547.1	672849	674138		serine transporter
cds-WP_032429918.1	NZ_KK737547.1	674163	675401		Zn-dependent hydrolase
cds-WP_004179190.1	NZ_KK737547.1	675420	676586		amidohydrolase
cds-WP_002898217.1	NZ_KK737547.1	676629	677831	pncB	nicotinate phosphoribosyltransferase
cds-WP_002898220.1	NZ_KK737547.1	678158	680773	pepN	aminopeptidase N
cds-WP_004150838.1	NZ_KK737547.1	680978	681751	ssuB	aliphatic sulfonates ABC transporter ATP-binding protein
cds-WP_004141755.1	NZ_KK737547.1	681748	682539	ssuC	aliphatic sulfonate ABC transporter permease SsuC
cds-WP_002898293.1	NZ_KK737547.1	682550	683695	ssuD	FMNH2-dependent alkanesulfonate monooxygenase
cds-WP_023284918.1	NZ_KK737547.1	683692	684654		sulfonate ABC transporter substrate-binding protein
cds-WP_032429920.1	NZ_KK737547.1	684647	685222	ssuE	NADPH-dependent FMN reductase
cds-WP_002898303.1	NZ_KK737547.1	685472	686482	pyrD	quinone-dependent dihydroorotate dehydrogenase
cds-WP_002898308.1	NZ_KK737547.1	686652	687194	zapC	cell division protein ZapC
cds-WP_004179196.1	NZ_KK737547.1	687191	688300		MOSC domain-containing protein
cds-WP_004147847.1	NZ_KK737547.1	688400	690505	rlmKL	bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL
cds-WP_004147848.1	NZ_KK737547.1	690518	692425		ABC transporter ATP-binding protein
cds-WP_004147849.1	NZ_KK737547.1	692440	693708	pqiA	membrane integrity-associated transporter subunit PqiA
cds-WP_002898390.1	NZ_KK737547.1	693698	695335	pqiB	intermembrane transport protein PqiB
cds-WP_002898392.1	NZ_KK737547.1	695335	695898	pqiC	membrane integrity-associated transporter subunit PqiC
cds-WP_002898396.1	NZ_KK737547.1	696152	696319	rmf	ribosome modulation factor
cds-WP_002898398.1	NZ_KK737547.1	696388	696906	fabA	bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase
cds-WP_032429922.1	NZ_KK737547.1	696976	698733		Lon protease family protein
cds-WP_002898404.1	NZ_KK737547.1	698919	699371	matP	macrodomain Ter protein MatP
cds-WP_002898408.1	NZ_KK737547.1	699503	700573	ompA	porin OmpA
cds-WP_002898418.1	NZ_KK737547.1	700926	701435	sulA	cell division inhibitor SulA
cds-WP_032429924.1	NZ_KK737547.1	701784	702380		TfoX/Sxy family DNA transformation protein
cds-WP_002898422.1	NZ_KK737547.1	702394	704529	yccS	TIGR01666 family membrane protein
cds-WP_002898425.1	NZ_KK737547.1	704547	704993		YccF domain-containing protein
cds-WP_004176653.1	NZ_KK737547.1	705118	707172	helD	DNA helicase IV
cds-WP_002898432.1	NZ_KK737547.1	707184	707642	mgsA	methylglyoxal synthase
cds-WP_004144085.1	NZ_KK737547.1	707797	708210		CoA-binding protein
cds-WP_013815099.1-41	NZ_KK737547.1	708377	709345		IS5-like element IS903B family transposase
cds-AF52_RS0123935	NZ_KK737547.1	709895	712733		BapA prefix-like domain-containing protein
cds-WP_072001581.1	NZ_KK737547.1	724264	728283		type I secretion C-terminal target domain-containing protein
cds-AF52_RS11335	NZ_KK737547.1	728452	729213		TolC family protein
cds-AF52_RS27170	NZ_KK737547.1	729248	729418		IS5/IS1182 family transposase
cds-AF52_RS11330	NZ_KK737547.1	730319	730471		IS5/IS1182 family transposase
cds-AF52_RS11325	NZ_KK737547.1	730530	733256		glycosyltransferase
cds-WP_032429986.1	NZ_KK737547.1	733403	734278		hypothetical protein
cds-WP_002898441.1	NZ_KK737547.1	734321	734638	hspQ	heat shock protein HspQ
cds-WP_032429928.1	NZ_KK737547.1	734698	735900	rlmI	23S rRNA (cytosine(1962)-C(5))-methyltransferase RlmI
cds-WP_004210995.1	NZ_KK737547.1	736091	736645		YbhB/YbcL family Raf kinase inhibitor-like protein
cds-WP_004183586.1	NZ_KK737547.1	736663	737451		AraC family transcriptional regulator
cds-WP_032429987.1	NZ_KK737547.1	737500	737781	yccX	acylphosphatase
cds-WP_002898457.1	NZ_KK737547.1	737778	738107	tusE	sulfurtransferase TusE
cds-WP_002898458.1	NZ_KK737547.1	738196	738855	yccA	FtsH protease modulator YccA
cds-WP_032429929.1	NZ_KK737547.1	739125	740777		peptide ABC transporter substrate-binding protein
cds-AF52_RS26415	NZ_KK737547.1	741134	741886		EAL domain-containing protein
cds-WP_032429931.1	NZ_KK737547.1	741867	742055		hypothetical protein
cds-WP_032429933.1	NZ_KK737547.1	742225	743190		oxidoreductase
cds-WP_004211006.1	NZ_KK737547.1	743248	744696		NAD-dependent succinate-semialdehyde dehydrogenase
cds-WP_002898571.1	NZ_KK737547.1	744715	745839		ring-hydroxylating oxygenase subunit alpha
cds-WP_009308376.1	NZ_KK737547.1	745876	747483		BCCT family transporter
cds-WP_032429935.1	NZ_KK737547.1	747988	749073		tartrate dehydrogenase
cds-WP_004221441.1	NZ_KK737547.1	749156	750118		LysR family transcriptional regulator
cds-WP_002898585.1	NZ_KK737547.1	750115	751395		FAD-binding oxidoreductase
cds-WP_032429937.1	NZ_KK737547.1	751398	752885	puuC	aldehyde dehydrogenase PuuC
cds-WP_002898590.1	NZ_KK737547.1	753206	753763	puuR	HTH-type transcriptional regulator PuuR
cds-WP_020802183.1	NZ_KK737547.1	753789	754541	puuD	gamma-glutamyl-gamma-aminobutyrate hydrolase
cds-WP_002898595.1	NZ_KK737547.1	754767	756188		glutamine synthetase
cds-WP_004141463.1	NZ_KK737547.1	756542	757933		APC family permease
cds-WP_002898600.1	NZ_KK737547.1	758052	758174		small membrane protein
cds-WP_021441517.1	NZ_KK737547.1	758431	758652		hypothetical protein
cds-WP_004150831.1	NZ_KK737547.1	758673	759461		SDR family oxidoreductase
cds-WP_004141456.1	NZ_KK737547.1	759577	760026		helix-turn-helix transcriptional regulator
cds-WP_004183618.1	NZ_KK737547.1	760179	761426	agp	bifunctional glucose-1-phosphatase/inositol phosphatase
cds-WP_002898701.1	NZ_KK737547.1	761495	761722		YccJ family protein
cds-WP_002898704.1	NZ_KK737547.1	761743	762339	wrbA	NAD(P)H:quinone oxidoreductase
cds-WP_004224058.1	NZ_KK737547.1	762556	762687		hypothetical protein
cds-WP_002898708.1	NZ_KK737547.1	762775	762948		general stress protein
cds-WP_004199515.1	NZ_KK737547.1	763111	764049		DMT family transporter
cds-WP_004191019.1	NZ_KK737547.1	764455	765777	rutG	pyrimidine utilization transport protein G
cds-WP_004176611.1	NZ_KK737547.1	765799	766293	rutF	pyrimidine utilization flavin reductase protein F
cds-WP_004141442.1	NZ_KK737547.1	766304	766894		malonic semialdehyde reductase
cds-WP_004179289.1	NZ_KK737547.1	766891	767694	rutD	pyrimidine utilization protein D
cds-WP_002898877.1	NZ_KK737547.1	767691	768083	rutC	pyrimidine utilization protein C
cds-WP_004224061.1	NZ_KK737547.1	768076	768786	rutB	pyrimidine utilization protein B
cds-WP_004179293.1	NZ_KK737547.1	768786	769877	rutA	pyrimidine utilization protein A
cds-WP_002898883.1	NZ_KK737547.1	770162	770800	rutR	HTH-type transcriptional regulator RutR
cds-WP_002898886.1	NZ_KK737547.1	770797	771192		DUF1311 domain-containing protein
cds-WP_032429939.1	NZ_KK737547.1	771378	775340	putA	trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase
cds-WP_013815099.1-42	NZ_KK737547.1	775708	776676		IS5-like element IS903B family transposase
cds-WP_032429941.1	NZ_KK737547.1	776720	777919		site-specific integrase
cds-AF52_RS0123960	NZ_KK737547.1	777953	778729		hypothetical protein
cds-WP_020806188.1-3	NZ_KK737547.1	778830	779810		IS5-like element ISKpn26 family transposase
cds-WP_032429943.1	NZ_KK737547.1	779855	781216		Rieske 2Fe-2S domain-containing protein
cds-WP_021440205.1	NZ_KK737547.1	781216	781701	benB	benzoate 1%2C2-dioxygenase small subunit
cds-WP_021440204.1	NZ_KK737547.1	781711	782727		ring-hydroxylating dioxygenase ferredoxin reductase family protein
cds-WP_004143751.1	NZ_KK737547.1	782737	783510		1%2C6-dihydroxycyclohexa-2%2C4-diene-1-carboxylate dehydrogenase
cds-WP_002906464.1	NZ_KK737547.1	783507	784385	yddG	aromatic amino acid DMT transporter YddG
cds-WP_148673683.1	NZ_KK737547.1	784611	787658	fdnG	formate dehydrogenase-N subunit alpha
cds-WP_004143747.1	NZ_KK737547.1	787670	788554	fdxH	formate dehydrogenase subunit beta
cds-WP_002906457.1	NZ_KK737547.1	788547	789203	fdnI	formate dehydrogenase-N subunit gamma
cds-AF52_RS25665	NZ_KK737547.1	789256	789581		CcdB family protein
cds-WP_004175994.1	NZ_KK737547.1	789578	789763		hypothetical protein
cds-WP_004180084.1	NZ_KK737547.1	789942	790760	ppk2	polyphosphate kinase 2
cds-WP_021440202.1	NZ_KK737547.1	790828	791268		VOC family protein
cds-WP_004180082.1	NZ_KK737547.1	791533	792687	araJ	MFS transporter AraJ
cds-WP_020802157.1	NZ_KK737547.1	792694	793785		alkylhydroperoxidase domain protein
cds-WP_004184178.1	NZ_KK737547.1	793795	794781		putative FMN-dependent luciferase-like monooxygenase
cds-WP_021440201.1	NZ_KK737547.1	794781	796397		ABC transporter ATP-binding protein
cds-WP_020324770.1	NZ_KK737547.1	796394	797242		ABC transporter permease
cds-WP_023280140.1	NZ_KK737547.1	797239	798183		ABC transporter permease
cds-WP_002906226.1	NZ_KK737547.1	798194	799816		TIGR04028 family ABC transporter substrate-binding protein
cds-WP_002906221.1	NZ_KK737547.1	799986	800996	adhP	alcohol dehydrogenase AdhP
cds-WP_002906218.1	NZ_KK737547.1	801249	801848		inorganic diphosphatase
cds-WP_004176019.1	NZ_KK737547.1	802022	802975		MarR family transcriptional regulator
cds-WP_032428292.1	NZ_KK737547.1	803012	804727		ABC-F family ATP-binding cassette domain-containing protein
cds-WP_004200032.1	NZ_KK737547.1	805090	805776		hypothetical protein
cds-WP_021440197.1	NZ_KK737547.1	805773	806468		hypothetical protein
cds-WP_002906125.1	NZ_KK737547.1	806652	808349		NAD-dependent malic enzyme
cds-WP_002906122.1	NZ_KK737547.1	808406	808534		hypothetical protein
cds-WP_004143727.1	NZ_KK737547.1	808531	808671	sra	stationary-phase-induced ribosome-associated protein
cds-WP_032429948.1	NZ_KK737547.1	808849	809700		MBL fold metallo-hydrolase
cds-WP_021440195.1	NZ_KK737547.1	809814	810707		LysR family transcriptional regulator
cds-WP_004180069.1	NZ_KK737547.1	810775	811020		YmjA family protein
cds-WP_004151242.1	NZ_KK737547.1	811217	812131		SDR family oxidoreductase
cds-WP_004143718.1	NZ_KK737547.1	812787	812972		general stress protein
cds-WP_013815099.1-43	NZ_KK737547.1	813024	813992		IS5-like element IS903B family transposase
cds-WP_004143717.1	NZ_KK737547.1	814404	814619		hypothetical protein
cds-WP_023301896.1	NZ_KK737547.1	814643	815149		ferritin-like domain-containing protein
cds-WP_004143715.1	NZ_KK737547.1	815166	815348		hypothetical protein
cds-WP_021440193.1	NZ_KK737547.1	815388	817013		alpha-amylase family protein
cds-WP_032429949.1	NZ_KK737547.1	817010	818005		SDR family oxidoreductase
cds-WP_004148482.1	NZ_KK737547.1	818324	818770		DUF421 domain-containing protein
cds-WP_021440191.1	NZ_KK737547.1	818779	819282		hypothetical protein
cds-WP_002906035.1	NZ_KK737547.1	819427	819831		YdeI family stress tolerance OB fold protein
cds-WP_002906033.1	NZ_KK737547.1	819847	819993		hypothetical protein
cds-WP_002906030.1	NZ_KK737547.1	820107	820538		OsmC family protein
cds-WP_021440189.1	NZ_KK737547.1	820643	821512		DUF2236 domain-containing protein
cds-WP_004184165.1	NZ_KK737547.1	821514	822200		ABC transporter substrate-binding protein
cds-WP_004143707.1	NZ_KK737547.1	822190	822372		hypothetical protein
cds-WP_004151892.1	NZ_KK737547.1	822422	823345		cation transporter
cds-WP_023282626.1	NZ_KK737547.1	823595	824512		membrane protein
cds-WP_023280134.1	NZ_KK737547.1	824828	827128		FdhF/YdeP family oxidoreductase
cds-WP_002906016.1	NZ_KK737547.1	827278	828159		LysR family transcriptional regulator
cds-WP_004180040.1	NZ_KK737547.1	828422	829828		MFS transporter
cds-WP_002906011.1	NZ_KK737547.1	830416	831096		MgtC family protein
cds-AF52_RS0123990	NZ_KK737547.1	831194	832255	zapE	cell division protein ZapE
cds-WP_004180028.1	NZ_KK737547.1	832290	834467	katG	catalase/peroxidase HPI
cds-WP_004184162.1	NZ_KK737547.1	834736	835668		LysR family transcriptional regulator
cds-WP_002905764.1	NZ_KK737547.1	835768	836202		DMT family transporter
cds-WP_004143692.1	NZ_KK737547.1	836212	836688		DMT family transporter
cds-WP_002905759.1	NZ_KK737547.1	836887	838797	mrdA	penicillin-binding protein 2
cds-WP_004189919.1	NZ_KK737547.1	838910	839647		glutamine amidotransferase
cds-WP_004189922.1	NZ_KK737547.1	839644	841929	pqqF	pyrroloquinoline quinone biosynthesis protein PqqF
cds-WP_004184158.1	NZ_KK737547.1	841929	843071	pqqE	pyrroloquinoline quinone biosynthesis protein PqqE
